ID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,y
E2627,C,2001,130,1,B,13329,10,128692,1310,2904,1.9,150498,M,0
E4132,C,1984,120,6000,B,6516,6,85732,1309,23971.2,0.75,106669,M,0
E3032,C,1996,130,0,B,5669,71,142100,1308,9028.8,10.63,142842,,0
E906,B,1995,110,,B,11761,,71010,1307,37224,19.07,,M,1
E907,B,1995,110,,B,11761,,71010,1307,37224,19.07,,M,1
E3686,C,1983,123,,B,6839,,108425,1307,1478.4,1.22,,M,0
E4905,C,1978,123,,B,9121,,72644,1307,20011.2,0.79,,M,0
E435,C,2008,120,1,B,3257,4,107634,1306,9187.2,0.47,139308,F,1
E1667,A,1986,140,80,B,10000,7,66300,1306,21172.8,4.71,86500,F,1
E1668,A,1986,140,80,B,10000,7,66300,1306,21172.8,4.71,86500,F,1
E1669,A,1986,140,80,B,10000,7,66300,1306,21172.8,4.71,86500,F,1
E3343,C,1963,140,7500,C,7500,3,139620,1306,9662.4,2.81,166400,M,0
E4590,C,1983,123,,B,7575,,129867,1306,15840,1.66,,M,0
E1530,C,1980,146,,C,,,548040,1305,211.2,11.57,,,1
E3976,M,1972,120,1,B,8252,4,97755,1305,196468.8,0.09,108739,M,0
E2593,C,2002,120,7488,B,7130,4,73580,1304,8448,0.32,84757,M,0
E3335,B,1989,130,8000,B,8000,606,95000,1304,5596.8,0.85,106100,M,0
E5335,A,1991,120,,B,1524824,,108432,1304,21489.6,3.44,,F,0
E5352,C,1998,140,0,B,3900,89,159000,1304,65313.6,10.16,169000,M,0
E2719,C,1989,123,,B,7701,,125474,1303,3854.4,0.48,,M,0
E4197,C,2002,120,8436,B,8337,20,77592,1303,44827.2,0.42,86493,M,0
E4807,C,1978,123,,B,7549,,84819,1303,2217.6,0.9,,M,0
E1558,C,2005,130,,C,6534,,95760,1302,1108.8,12.19,,M,1
E3167,M,1947,146,132,C,18084,14,111296,1302,7550.4,3.66,142500,,0
E4884,C,1984,123,,B,6525,,120854,1302,4646.4,1.12,,M,0
E4793,C,1978,123,,B,8098,,81191,1301,5174.4,0.96,,M,0
E658,M,1977,130,,B,22302,,163150,1300,38174.4,4.44,,M,1
E2987,C,1987,140,0,C,154,3,121430,1300,23654.4,5.09,129340,M,0
E3142,C,1985,140,1,C,6750,50,161767,1300,1372.8,4.55,179910,F,0
E3857,C,1981,120,,B,10429,,66728,1300,10084.8,3.01,,M,0
E4062,B,2000,120,,C,8276,,165230,1300,3009.6,20.76,,M,0
E4391,A,1991,123,,C,,,322844,1300,52.8,2.79,,S,0
E5113,C,1978,120,8715,B,8914,3,252354,1300,1584,0.89,256621,F,0
E706,A,2000,140,2032,C,2032,7,156360,1299,60614.4,4.74,175070,M,1
E2784,C,1998,130,3038,B,3038,604,111300,1299,24974.4,4.64,118600,M,0
E2872,A,2004,110,1,B,18349,56,123454,1299,292670.4,0.47,128484,F,0
E2919,C,1979,140,7613,C,7613,6,175570,1298,49368,3.14,210610,M,0
E3921,C,2000,120,4464,B,5350,12,91734,1298,30412.8,0.24,110697,M,0
E4389,C,1983,123,,B,,,92347,1298,13358.4,1.31,,F,0
E4812,C,1983,123,,B,4574,,87861,1298,10876.8,2.17,,F,0
E4145,C,1988,123,,B,4726,,92052,1297,16368,0.36,,M,0
E1914,M,1977,140,,B,7361,,99470,1296,14150.4,3.22,,M,1
E2739,M,1964,140,7493,B,7492,3,120180,1296,19588.8,1.4,143340,M,0
E3352,C,1973,130,,C,5902,,170980,1296,528,3.15,,M,0
E3366,C,1968,140,1,B,6483,68,46828,1296,9979.2,1.68,51552,M,0
E3944,C,1998,120,1,B,1963,3,154340,1296,1320,0.74,162457,M,0
E4805,A,1999,150,105,B,16326,2,74500,1296,7761.6,6.35,97800,F,0
E3548,A,1984,131,0,B,,5,134100,1295,12672,11.2,159990,,0
E3965,C,1983,123,,B,7998,,114090,1294,12619.2,0.73,,M,0
E4493,E,1988,110,1,B,10890,31,81692,1294,211675.2,0.24,85207,M,0
E4250,C,1983,123,,B,13508,,142844,1293,3432,0.33,,F,0
E5235,C,1975,110,32,B,14739,5,72561,1293,135960,0.45,81098,M,0
E5164,B,1999,130,1,B,44,34,92950,1292,11457.6,1.64,105650,M,0
E3013,M,1984,110,1,B,7478,26,93188,1291,161568,0.81,106928,M,0
E3848,C,1993,123,,B,4639,,155773,1290,9609.6,2.3,,M,0
E4642,C,2001,140,0,B,,84,110000,1290,63465.6,8.23,117000,M,0
E5066,C,1993,123,,B,6286,,92211,1290,10454.4,1.2,,M,0
E500,C,2007,120,6241,B,6211,18,59281,1288,14942.4,0.41,63777,F,1
E2599,A,1999,150,80,B,10000,2,67900,1288,11510.4,6.35,88700,F,0
E3685,B,1990,120,,B,10454,,54440,1288,3326.4,10.97,,M,0
E5079,B,1990,120,,B,12632,,68260,1288,5438.4,19.47,,F,0
E3174,C,1990,140,1,C,,4,81322,1287,580.8,24.61,90646,,0
E3441,C,1995,150,,B,5547,,340530,1286,1267.2,0.84,,M,0
E3961,C,1981,140,80,B,10019,14,62280,1286,12672,9.91,70620,F,0
E5025,C,1985,123,,B,8934,,116133,1286,5068.8,0.13,,M,0
E4885,C,1979,123,,B,7497,,87026,1285,10560,0.8,,M,0
E5032,C,1981,123,,C,6416,,113597,1285,369.6,0.39,,F,0
E4039,C,1988,120,7500,B,7649,5,149313,1284,19958.4,0.1,186271,F,0
E4362,C,1992,130,120,B,16680,9,102539,1284,17318.4,1.82,99258,M,0
E3967,C,2001,130,1,B,6708,16,133349,1282,17529.6,3.47,145449,M,0
E4075,C,1993,123,,B,7192,,89159,1282,20328,0.97,,F,0
E2536,C,1978,123,,B,8002,,114696,1281,3062.4,0.28,,M,0
E2604,C,1986,123,,B,,,124788,1280,23971.2,3.34,,M,0
E700,C,1999,123,,B,6377,,85995,1279,9662.4,2.28,,M,1
E2284,C,2005,120,,B,10018,,82160,1278,27086.4,17.47,,M,1
E4934,C,1970,120,2945,B,2945,5,28471,1278,8764.8,0.65,32032,F,0
E5064,C,1983,123,,B,6643,,63485,1278,5016,0.16,,M,0
E4312,B,1981,140,1,C,799,4,74452,1277,4435.2,9.55,78149,,0
E2399,B,2000,130,1,B,13939,15,94240,1276,3326.4,11.36,99100,M,1
E2400,B,2000,130,1,B,13939,15,94240,1276,3326.4,11.36,99100,M,1
E3026,C,1984,140,0,B,2473,75,140798,1276,16843.2,1.81,160322,M,0
E3035,C,1985,140,0,B,2474,12,156095,1276,42662.4,2.53,174095,M,0
E2510,C,1995,120,7020,B,6946,8,85103,1275,11563.2,0.35,100200,M,0
E3058,B,1947,140,6749,C,6749,2,220860,1275,10190.4,2.19,227550,M,0
E3322,C,1983,140,1,B,5808,43,97829,1275,2851.2,12,117749,M,0
E3766,C,2000,120,,C,12632,,269510,1275,1584,24.23,,M,0
E3893,B,1976,130,1,B,9975,15,80908,1275,8553.6,0.88,80849,M,0
E4128,M,1980,140,5010,B,5009,5,63040,1275,21172.8,1.99,66890,M,0
E4157,B,1988,130,54,B,8856,2,279363,1275,211.2,11.05,314943,M,0
E4425,C,1982,140,2801,C,2801,4,113160,1274,60297.6,9.72,131120,M,0
E4155,C,1978,123,,B,5715,,56321,1273,21014.4,0.42,,M,0
E4284,C,1968,130,1,B,17531,3,69920,1273,6811.2,8.49,72219,M,0
E3595,C,1984,120,,B,8813,,98646,1272,15628.8,2.97,,M,0
E4315,C,1978,123,,B,6251,,80791,1272,12936,1.66,,F,0
E3231,C,1960,140,6720,C,6720,2,141300,1271,12355.2,1.62,170980,M,0
E3532,C,1983,140,0,B,,16,90000,1271,26188.8,2.69,90000,M,0
E4473,B,1996,120,1,B,,2,76023,1271,181420.8,0.47,80875,F,0
E5177,C,1977,140,4992,C,4992,5,106050,1271,40972.8,7.18,114660,M,0
E5273,B,1984,120,1,B,6531,4,118481,1271,150268.8,1.01,129629,M,0
E4379,C,1986,140,0,C,,5,50130,1270,36801.6,5.07,54170,M,0
E4293,C,1989,120,500,B,216485,25,147723,1269,74025.6,2.97,162503,M,0
E2100,B,1975,110,43,B,18662,20,83735,1268,106233.6,0.21,100413,U,1
E2822,C,1988,123,,B,8594,,127304,1268,3009.6,0.6,,M,0
E4625,B,1987,130,0,B,7598,71,77100,1268,12091.2,8.32,104069,,0
E1523,C,1982,140,1445,C,1445,6,124910,1266,43348.8,7.43,142380,M,1
E3031,C,2005,120,,B,10890,,95070,1266,6864,13.23,,F,0
E4235,B,1970,130,60,B,6000,605,90100,1266,5280,2.25,92700,M,0
E4416,C,1986,140,9582,C,9582,4,230420,1266,64891.2,7.3,241820,M,0
E5131,C,1979,140,0,B,,13,85000,1266,37171.2,0.74,98000,M,0
E2708,B,1986,110,1,B,7649,14,105239,1265,193670.4,3.44,109414,M,0
E4880,C,1975,123,,B,7745,,97924,1264,7814.4,0.98,,F,0
E4958,B,1983,123,,B,6020,,83989,1264,2904,0.67,,M,0
E5180,C,1968,123,,C,9527,,89873,1263,1425.6,1.1,,F,0
E3672,C,1978,130,10862,B,10862,605,112300,1262,27350.4,1.47,121500,M,0
E3463,B,2000,130,10611,B,10611,604,160000,1261,5438.4,2.83,234800,F,0
E3564,B,1960,130,2,B,3790,8,111896,1261,1003.2,2.01,112825,F,0
E951,C,1992,120,,B,10834,,83353,1260,10032,9.69,,M,1
E952,C,1992,120,,B,10834,,83353,1260,10032,9.69,,M,1
E1533,B,2001,130,314,B,136778,9,85088,1260,10454.4,2.35,101604,F,1
E1534,B,2001,130,314,B,136778,9,85088,1260,10454.4,2.35,101604,F,1
E2652,C,1980,110,15542,B,15542,9,44246,1260,206976,0.57,43336,M,0
E3703,C,1981,130,,C,,,192397,1260,264,2.88,,S,0
E3748,E,1985,120,,C,,,101440,1260,158.4,1.75,,M,0
E4138,C,1981,140,78,B,8712,1,49560,1260,8764.8,6.87,55360,U,0
E5072,C,1978,123,,B,,,98529,1260,7339.2,1.18,,M,0
E5262,C,1988,120,,B,10226,,79962,1260,5280,7.89,,M,0
E5353,C,1995,100,161,B,20286,10,71213,1260,202752,0.25,82579,,0
E5369,C,2005,117,0,B,,16,67725,1260,66633.6,0.53,90942,M,0
E4809,C,1983,123,,B,7902,,105627,1259,15628.8,1.28,,M,0
E3989,C,1973,123,,B,8076,,47925,1258,16843.2,0.51,,M,0
E4865,B,1979,123,,B,15830,,93534,1258,4171.2,0.96,,F,0
E4627,A,1999,132,0,B,,10,148845,1257,14467.2,23.81,171415,,0
E4834,C,1983,123,,B,6691,,103723,1257,1056,1.14,,M,0
E609,A,2006,146,,C,5000,,97709,1256,12355.2,10.74,,,1
E3387,A,1990,150,70,C,8750,20,152500,1256,686.4,4.69,202600,M,0
E3756,A,1990,100,125,B,23750,30,127009,1256,233164.8,0.73,89710,F,0
E3866,C,1993,123,,B,7579,,134730,1256,13622.4,1.35,,M,0
E4828,B,1969,123,,B,7723,,54619,1256,4593.6,1.33,,F,0
E2783,C,1981,140,0,B,,16,50000,1255,25132.8,2.76,50000,M,0
E4520,C,1976,140,0,B,,16,56500,1255,30624,1.84,61500,M,0
E4246,C,1990,120,11200,B,11228,18,50697,1254,12830.4,0.5,54624,M,0
E635,C,1998,123,,B,6761,,66261,1253,5808,1.17,,M,1
E4565,C,1989,140,2089,C,2089,4,81310,1253,44721.6,6.52,100100,M,0
E4778,C,2005,120,,B,5227,,93250,1253,8606.4,20.41,,M,0
E5279,A,2011,120,1,B,2,5,253698,1253,844.8,1.31,306338,M,0
E596,C,2007,120,8195,B,8049,14,55930,1252,34372.8,0.46,64150,M,1
E597,C,2007,120,8195,B,8049,14,55930,1252,34372.8,0.46,64150,M,1
E2436,A,1988,140,80,B,10000,7,83500,1252,30624,7.16,105100,F,1
E4889,C,1984,123,,B,6120,,126246,1252,4171.2,1.12,,M,0
E5049,C,1994,123,,B,6477,,105965,1252,8448,1.57,,M,0
E451,B,1990,120,,B,12632,,68820,1251,5649.6,21.08,,M,1
E2850,A,1997,110,1,B,6000,29,81671,1250,276302.4,1.37,100060,F,0
E3656,C,1983,123,,B,7505,,102789,1250,7392,0.81,,M,0
E4937,C,1998,123,,B,5802,,116935,1249,18216,0.56,,F,0
E2496,C,1988,123,,B,10097,,111501,1248,1953.6,1.12,,F,1
E2497,C,1988,123,,B,10097,,111501,1248,1953.6,1.12,,F,1
E3781,A,1997,100,1,B,5400,32,137906,1248,218486.4,0.28,140265,F,0
E4292,C,1994,120,12000,B,12002,18,51822,1248,30993.6,0.68,63450,M,0
E4730,C,1972,130,80,B,22230,606,202000,1248,2798.4,0.56,229800,M,0
E2817,C,1989,140,1164,C,1164,4,157860,1247,52113.6,6.38,165720,M,0
E4161,B,1982,140,1,C,2069,3,57818,1247,2376,1.47,59692,,0
E4496,C,1990,140,1164,C,1164,4,157860,1247,51902.4,6.49,165720,M,0
E4882,C,1978,123,,B,7501,,83468,1247,11457.6,1.55,,M,0
E3554,A,1981,110,1,B,4824,12,76135,1245,164155.2,1.74,78928,M,0
E2861,C,1989,120,,B,8069,,98848,1244,13252.8,1.76,,M,0
E3769,C,1987,110,501,B,218235,4,73153,1244,150268.8,9.11,79110,F,0
E839,M,2005,140,,B,7501,,78600,1243,13358.4,2.44,,M,1
E840,M,2005,140,,B,7501,,78600,1243,13358.4,2.44,,M,1
E841,M,2005,140,,B,7501,,78600,1243,13358.4,2.44,,M,1
E842,M,2005,140,,B,7501,,78600,1243,13358.4,2.44,,M,1
E4286,A,1983,110,1,B,10831,33,82384,1243,195676.8,0.39,84466,M,0
E5384,C,1998,110,,B,5195,,71130,1243,101587.2,1.18,,M,0
E830,C,2003,123,,B,4835,,62922,1242,7814.4,1.8,,M,1
E1115,B,1996,130,1,B,12780,15,87131,1242,7920,0.88,97781,M,1
E2532,B,1980,120,,B,21780,,51470,1242,14520,24.21,,M,0
E3487,C,1984,140,1,B,5273,25,88555,1242,3960,9.06,100593,M,0
E3544,C,1987,110,,B,12039,,45898,1242,68956.8,0.64,,M,0
E4115,C,1965,110,1,B,6016,23,161983,1242,177883.2,0.41,168426,M,0
E2665,C,2005,120,,B,10018,,86940,1241,11404.8,1.46,,F,0
E4888,C,1988,123,,C,5793,,150175,1241,1478.4,1.11,,M,0
E2378,B,2000,130,1,C,8000,1,104505,1240,897.6,4.31,122974,M,1
E4265,C,1988,120,7210,B,7029,13,59181,1240,36643.2,0.77,73265,M,0
E3452,A,1970,140,9675,B,9675,1,109158,1239,8500.8,34.33,103341,,0
E3598,C,1975,110,1,B,,7,43000,1239,157502.4,0.29,43000,M,0
E2939,C,1962,140,7534,C,7534,5,154450,1238,34372.8,2.85,189950,M,0
E4305,C,1978,123,,B,6717,,95287,1238,5544,1.28,,M,0
E4849,C,1982,120,6798,B,6844,4,52770,1238,12196.8,1.07,63833,F,0
E2705,C,1998,140,0,B,1467,61,120144,1237,37118.4,9.9,134144,M,0
E2718,A,1994,110,1,B,8006,9,77138,1237,227462.4,0.08,85332,M,0
E3660,C,1992,130,1,B,7797,16,117626,1236,20856,4.57,136131,M,0
E4044,A,1958,146,75,C,7875,24,103885,1236,29409.6,2.89,111563,,0
E4374,C,1983,140,0,B,1345,39,90405,1236,13675.2,3.08,101405,F,0
E4511,C,1987,140,0,B,1345,39,90443,1236,18532.8,3.68,101443,F,0
E5391,B,1995,120,,B,1306,,41510,1236,8289.6,20.11,,O,0
E2275,B,1990,130,1,B,13070,2,97685,1234,15840,3.42,118121,M,1
E2745,C,1988,123,,B,8878,,90263,1234,8342.4,0.14,,M,0
E3674,C,1974,140,5024,C,5024,4,125390,1234,45619.2,7.09,144230,M,0
E5227,C,1985,140,0,B,,12,117000,1233,34795.2,0.79,117000,M,0
E3092,B,1937,146,90,C,11250,14,284515,1232,1108.8,7.73,402690,,0
E3380,C,2000,120,,C,8276,,298500,1229,105.6,22.46,,M,0
E3697,A,2004,140,0,C,,4,100690,1229,59347.2,9.48,103660,M,0
E3731,C,1989,140,0,C,,4,64940,1228,62673.6,9.78,66770,M,0
E5366,C,1991,140,0,C,1274,4,66820,1228,63096,9.99,69010,M,0
E1071,A,1996,140,2797,C,2797,5,161710,1227,38438.4,6.76,161950,M,1
E1072,A,1996,140,2797,C,2797,5,161710,1227,38438.4,6.76,161950,M,1
E1073,A,1996,140,2797,C,2797,5,161710,1227,38438.4,6.76,161950,M,1
E4926,B,1989,123,,B,7392,,76478,1227,8448,1.57,,M,0
E5226,C,1985,140,0,B,,17,147000,1227,21859.2,3.83,152000,F,0
E2488,C,1984,123,,B,9675,,113233,1226,4752,0.96,,M,1
E859,C,1998,140,,B,16553,,128392,1225,77352,6.5,,F,1
E860,C,1998,140,,B,16553,,128392,1225,77352,6.5,,F,1
E2622,C,1979,140,1,C,,2,54473,1225,2851.2,28.08,54228,,0
E509,C,2010,120,5350,B,5332,18,56804,1224,12302.4,0.47,61186,M,1
E4074,B,1995,120,,C,3049,,92480,1224,2112,22.18,,M,0
E1776,B,1994,130,1,B,11280,10,106588,1223,5966.4,0.94,127002,M,1
E1777,B,1994,130,1,B,11280,10,106588,1223,5966.4,0.94,127002,M,1
E805,B,1995,120,,B,10018,,54180,1222,23548.8,17.22,,F,1
E3414,B,1990,130,8609,B,8609,606,94400,1222,2956.8,1.37,105600,M,0
E4274,C,1988,123,,B,6024,,110737,1222,9768,2.42,,M,0
E4351,C,1965,110,1,B,10226,23,132932,1222,173131.2,0.52,134520,F,0
E4390,C,1981,140,0,C,,3,104490,1222,15892.8,2.82,112460,M,0
E4392,C,1987,140,2801,C,2801,4,109200,1222,59822.4,9.65,126430,M,0
E3393,B,1970,130,8250,B,8250,606,93700,1219,4012.8,0.27,101400,M,0
E3968,B,1984,140,1,C,2552,3,55771,1218,2006.4,3.01,56141,,0
E4031,C,1998,120,7128,B,7343,4,97154,1218,9292.8,0.46,121695,M,0
E4819,C,1968,123,,B,7950,,85724,1218,4804.8,0.62,,M,0
E1369,B,1998,130,1,B,10542,10,108615,1217,5332.8,2.08,125200,M,1
E4899,C,1983,123,,B,9727,,124601,1217,1795.2,2.35,,M,0
E1223,C,1979,140,,B,,,93000,1216,34689.6,1.3,,M,1
E1224,C,1979,140,,B,,,93000,1216,34689.6,1.3,,M,1
E3639,C,1989,130,0,B,,402,111200,1216,28617.6,3.99,131200,M,0
E3768,C,1997,120,1,B,979,28,48382,1216,27931.2,0.42,53117,M,0
E4754,C,2000,120,,B,6098,,88810,1216,7708.8,25.09,,M,0
E5280,A,1988,,0,B,,13,124600,1216,16790.4,,135680,,0
E3605,A,1999,140,2107,C,2107,7,162400,1215,98524.8,6.52,179530,M,0
E3744,A,2005,,0,,,5,135000,1215,,,139000,,0
E4105,C,1995,120,,C,7405,,142300,1215,2376,25.07,,M,0
E2685,C,1980,140,1476,C,1476,6,127860,1214,43718.4,7.37,144610,M,0
E3936,C,1959,140,7500,C,7500,5,117720,1214,36748.8,6.62,128310,M,0
E4471,B,1986,130,0,B,,404,60400,1214,20169.6,1.8,75100,M,0
E4870,C,1978,123,,B,7649,,87601,1214,10243.2,0.68,,M,0
E5188,C,1985,123,,B,6003,,98099,1214,14097.6,0.34,,M,0
E971,C,1996,120,7150,B,7254,22,47899,1212,11827.2,0.64,54032,M,1
E4670,C,1993,120,1940,C,845325,6,1940,1212,580.8,5.31,1940,,0
E3585,C,1991,120,,B,8809,,117840,1211,17635.2,2.23,,M,0
E3949,C,1988,120,6960,B,7221,18,25833,1210,6283.2,0.88,28671,F,0
E4014,C,1990,120,6950,B,6998,1,85857,1210,7022.4,2.2,98702,M,0
E4992,B,1967,123,,B,10598,,56819,1210,2587.2,1.85,,M,0
E3810,B,2000,120,,B,10018,,64430,1209,27033.6,16.5,,M,0
E3934,B,1983,140,1,C,3032,4,73708,1209,2428.8,9.01,83457,,0
E961,C,1995,100,84,B,11760,8,55970,1208,194620.8,0.23,58317,,1
E2687,C,1982,140,0,B,1184,13,90000,1208,40497.6,1.6,106000,M,0
E3743,C,1971,140,0,C,,5,78440,1208,27508.8,4.11,78590,M,0
E4299,C,1982,120,7613,B,8910,6,80024,1208,20064,0.49,88539,F,0
E3443,C,1958,140,8091,C,8091,2,83080,1206,9609.6,3.6,83080,F,0
E4862,C,1988,123,,B,8002,,109200,1205,4646.4,1.55,,F,0
E2944,B,1983,130,75,B,10875,9,62155,1204,11404.8,1.87,83813,M,0
E3101,C,1959,140,6250,C,6250,2,134850,1204,10348.8,1.78,96460,M,0
E4781,C,1989,120,,B,9786,,80459,1204,10243.2,10.32,,F,0
E5062,C,1983,123,,B,6033,,84074,1204,3960,0.3,,M,0
E2450,B,1978,130,1,B,9373,2,76377,1203,4435.2,3.97,93990,M,1
E3277,C,1955,140,1,C,5257,31,167288,1203,950.4,1.35,175348,F,0
E5268,E,2006,140,0,C,,4,137220,1203,39705.6,6.7,142490,M,0
E2666,M,1947,146,10499,C,10499,14,59273,1202,9715.2,10.03,71523,,0
E4586,B,1989,123,,B,7958,,77992,1202,13358.4,1.04,,F,0
E4790,C,1984,123,,B,9178,,104917,1202,4065.6,1.15,,M,0
E1502,C,1997,130,1,B,20168,10,146260,1201,2481.6,1.63,171091,M,1
E4916,C,1994,123,,B,5022,,104193,1201,2851.2,0.08,,M,0
E1801,M,1990,125,159,B,69260,8,79927,1200,91713.6,7.56,91064,F,1
E2612,C,1990,140,50,B,4792,1,35630,1200,8025.6,2.89,35630,M,0
E3237,C,1977,140,0,C,1178,30,270000,1200,475.2,8.28,300000,M,0
E3897,B,1986,130,1,B,6996,9,52506,1200,4435.2,1.85,52349,M,0
E4095,B,1960,146,75,C,7950,24,84863,1200,41448,1.68,100672,,0
E4262,C,1981,130,,B,43560,,77139,1200,9187.2,6.35,,F,0
E5318,C,1983,140,0,B,,12,86000,1200,37224,2.16,93000,M,0
E4817,C,1983,123,,B,7614,,102318,1198,13252.8,0.36,,M,0
E3692,C,2000,120,1,B,1735,8,54506,1197,21014.4,0.95,61951,F,0
E3845,C,1977,140,7522,C,7522,5,145280,1197,43876.8,6.81,159860,M,0
E5376,C,1979,140,0,B,,42,61800,1197,38280,6.23,80800,M,0
E3149,C,1980,140,1,C,6534,3,140963,1196,316.8,29.46,198101,,0
E3955,C,1979,140,3599,C,3599,6,139260,1196,53328,4.28,162220,M,0
E4152,C,1988,120,9800,B,9657,4,64605,1196,13411.2,1.34,78451,M,0
E4830,C,1978,123,,B,6765,,97010,1196,2587.2,1.22,,M,0
E3429,C,1983,130,,C,8751,,206192,1195,739.2,3.58,,F,0
E4938,C,1978,123,,B,8381,,109189,1195,7180.8,2.33,,M,0
E4141,C,1983,123,,B,8429,,90165,1194,15206.4,1.04,,M,0
E5077,C,1988,123,,B,5201,,108967,1194,13305.6,2.1,,M,0
E921,C,1998,130,,B,6350,,49198,1192,202382.4,23.92,,M,1
E4021,C,1955,140,6250,B,6098,1,74450,1192,9345.6,1.45,82350,M,0
E4045,C,1988,120,6975,B,7110,14,42455,1192,29515.2,0.14,46864,M,0
E4422,C,1988,140,0,C,,7,82260,1192,64099.2,5.27,104280,M,0
E5117,C,2005,130,,B,,,96900,1192,9081.6,11.47,,,0
E4808,C,1978,123,,B,7518,,107626,1190,3168,0.36,,M,0
E4794,C,1989,123,,B,7501,,121077,1188,3168,0.51,,M,0
E3495,C,1953,140,6039,C,6039,2,251920,1187,10718.4,1.79,304920,M,0
E5219,B,1972,130,0,B,21659,71,38200,1187,8289.6,6.02,46138,,0
E5265,C,1990,130,0,B,,1,72644,1187,5068.8,5.91,73653,M,0
E5260,C,1981,140,0,B,,22,66940,1186,21120,7.54,76940,M,0
E711,E,2005,140,1012,C,1012,5,116770,1184,28248,5.02,121390,M,1
E4956,C,1983,123,,B,3650,,46409,1184,3009.6,1.56,,F,0
E4946,C,1983,123,,B,7671,,153745,1183,8500.8,0.64,,F,0
E421,C,1980,120,6,B,271554,23,158877,1182,18796.8,2.21,179926,M,1
E422,C,1980,120,6,B,271554,23,158877,1182,18796.8,2.21,179926,M,1
E4173,C,1993,123,,B,5998,,101108,1182,17318.4,0.13,,M,0
E3232,C,1952,140,6120,C,6120,3,120400,1181,12249.6,2.07,162620,M,0
E4228,C,1977,123,,C,6351,,53266,1181,2692.8,1.16,,F,0
E4535,C,1987,110,3,B,108859,20,240288,1181,118008,0.31,240838,O,0
E894,C,1990,140,990,C,990,4,138390,1180,44880,7.61,153620,M,1
E2518,C,1996,120,5000,B,5129,6,77797,1180,21436.8,0.55,95734,M,0
E2829,C,2010,130,1,B,2448,9,91629,1180,6916.8,2.37,100588,M,0
E5046,B,1963,123,,B,5001,,32026,1180,11932.8,1.3,,F,0
E5002,B,1979,123,,B,7701,,71123,1179,9028.8,0.46,,M,0
E4108,M,1960,110,1,B,12171,33,73733,1178,186542.4,0.17,65937,M,0
E723,B,1995,120,,B,9583,,53900,1176,13886.4,19.18,,F,1
E724,B,1995,120,,B,9583,,53900,1176,13886.4,19.18,,F,1
E1463,B,1975,130,75,B,7725,15,69815,1176,2534.4,0.4,88765,M,1
E2596,A,1979,140,80,B,10000,7,57000,1176,27931.2,8.2,73400,F,0
E2773,C,1992,110,21,B,10236,2,45398,1176,113572.8,0.19,42700,O,0
E4333,B,1997,130,1,B,7623,10,98707,1176,11140.8,0.92,127368,M,0
E4874,C,1990,123,,B,6499,,102162,1176,12302.4,0.16,,M,0
E2984,C,1973,123,,B,,,39910,1175,14097.6,1.39,,M,0
E3141,A,1999,150,,C,5532,,418363,1175,739.2,56.3,,,0
E3847,A,1990,140,80,B,10000,7,71800,1174,29092.8,7.77,91700,F,0
E4952,C,1988,123,,B,9474,,85624,1174,6811.2,0.27,,M,0
E5088,C,1965,123,,B,8908,,79145,1173,7972.8,0.99,,F,0
E2223,A,1990,140,80,B,10000,5,63900,1172,46992,9.24,88600,F,1
E2544,B,1989,130,75,B,8559,605,106800,1172,16526.4,2.18,115000,M,0
E3713,M,1985,120,1,B,5511,5,114870,1172,116793.6,4.2,125213,M,0
E4643,A,1993,140,82,B,10012,5,66300,1172,43982.4,6.88,90700,F,0
E4714,A,1993,140,85,B,10625,5,70100,1172,38808,5.53,91500,F,0
E570,C,2010,120,1,B,863,12,88775,1171,31785.6,0.31,99726,M,1
E3019,A,1988,131,0,B,,5,119000,1171,19536,10.31,140520,,0
E4856,C,1983,123,,B,8098,,104637,1171,2956.8,0.92,,M,0
E2680,C,1983,140,1,B,7500,12,181442,1170,41553.6,1.22,200564,M,0
E2853,B,1986,120,0,B,9469,71,72100,1170,5227.2,2.53,88446,,0
E2896,C,1977,140,0,B,,13,85000,1170,39811.2,2.13,67000,M,0
E3449,C,1982,120,,C,8570,,150538,1170,1003.2,4.33,,M,0
E4113,C,1972,130,1,C,9627,10,64005,1170,1689.6,4.18,70330,M,0
E4434,C,1974,140,0,C,,6,72190,1170,47097.6,2.27,77260,M,0
E5108,M,1976,140,8103,B,8102,2,109200,1170,3115.2,5.16,136250,F,0
E5234,C,1974,140,0,C,,6,72190,1170,47097.6,2.27,77260,M,0
E4015,C,2000,120,,B,38768,,98450,1169,9820.8,17.03,,F,0
E5332,C,1984,140,0,B,,12,117142,1168,36590.4,1.65,155142,M,0
E3628,C,1978,140,0,B,,20,69876,1167,10771.2,7.84,76876,M,0
E3983,A,1973,140,84,B,9240,7,53400,1166,23284.8,5.26,69400,M,0
E4689,C,1969,140,0,C,,30,227500,1166,158.4,8.77,244500,M,0
E5354,M,1981,120,1,B,12400,1,91443,1166,149212.8,0.97,98470,M,0
E3637,A,1981,140,80,B,10000,7,59000,1165,31257.6,6.65,76900,F,0
E4891,C,1983,123,,B,8952,,76573,1165,7286.4,0.98,,M,0
E3634,C,2009,130,1,B,44,35,110000,1164,32683.2,6.58,119900,M,0
E3966,C,1988,120,6800,B,6703,6,56522,1164,32630.4,0.14,72251,M,0
